"","celex","date_doc","year","year.sem","form2","in_force2","date_end","full_text_words","title"
"107","32003O0016",2003-12-01,2003,"2003.2","Guideline","notinforce",2005-02-04,29098,"Guideline of the European Central Bank of 1 December 2003 amending Guideline ECB/2000/7 on monetary policy instruments and procedures of the Eurosystem (ECB/2003/16)"
"108","32003R1745",2003-09-12,2003,"2003.2","Regulation","inforce",9999-12-31,4492,"Regulation (EC) No 1745/2003 of the European Central Bank of 12 September 2003 on the application of minimum reserves (ECB/2003/9)"
"109","32003R1746",2003-09-18,2003,"2003.2","Regulation","notinforce",2010-06-30,1226,"Regulation (EC) No 1746/2003 of the European Central Bank of 18 September 2003 amending Regulation (EC) No 2423/2001 (ECB/2001/13) concerning the consolidated balance sheet of the monetary financial institutions sector (ECB/2003/10)"
"110","32004D0002",2004-02-19,2004,"2004.1","Decision","inforce",9999-12-31,3265,"2004/257/EC: Decision of the European Central Bank of 19 February 2004 adopting the Rules of Procedure of the European Central Bank (ECB/2004/2)"
"111","32004D0003(01)",2004-03-04,2004,"2004.1","Decision","inforce",9999-12-31,2010,"2004/258/EC: Decision of the European Central Bank of 4 March 2004 on public access to European Central Bank documents (ECB/2004/3)"
"112","32004D0005(01)",2004-04-22,2004,"2004.1","Decision","notinforce",2006-12-31,755,"Decision of the European Central Bank of 22 April 2004 on the national central banks’ percentage shares in the key for subscription to the European Central Bank’s capital (ECB/2004/5)"
"113","32004D0006(01)",2004-04-22,2004,"2004.1","Decision","notinforce",2006-12-31,662,"Decision of the European Central Bank of 22 April 2004 laying down the measures necessary for the paying-up of the European Central Bank’s capital by the participating national central banks (ECB/2004/6)"
"114","32004D0007(01)",2004-04-22,2004,"2004.1","Decision","notinforce",2006-12-31,1232,"Decision of the European Central Bank of 22 April 2004 laying down the terms and conditions for transfers of the European Central Bank’s capital shares between the national central banks and for the adjustment of the paid-up capital (ECB/2004/7)"
"115","32004D0008(01)",2004-04-22,2004,"2004.1","Decision","notinforce",2006-12-31,2408,"Decision of the European Central Bank of 22 April 2004 laying down the measures necessary for the contribution to the European Central Bank’s accumulated equity value, for adjusting the national central banks claims equivalent to the transferred foreign reserve assets, and for related financial issues (ECB/2004/8)"
"116","32004D0009(01)",2004-04-22,2004,"2004.1","Decision","notinforce",2010-12-31,390,"Decision of the European Central Bank of 22 April 2004 amending Decision ECB/2001/15 of 6 December 2001 on the issue of euro banknotes (ECB/2004/9)"
"117","32004D0010(01)",2004-04-23,2004,"2004.1","Decision","notinforce",2006-12-31,798,"Decision of the European Central Bank of 23 April 2004 laying down the measures necessary for the paying-up of the European Central Bank’s capital by the non-participating national central banks (ECB/2004/10)"
"118","32004D0011(01)",2004-06-03,2004,"2004.1","Decision","notinforce",2016-04-18,3328,"2004/525/EC:Decision of the European Central Bank of 3 June 2004 concerning the terms and conditions for European Anti-Fraud Office investigations of the European Central Bank, in relation to the prevention of fraud, corruption and any other illegal activities detrimental to the European Communities’ financial interests and amending the Conditions of Employment for Staff of the European Central Bank (ECB/2004/11)"
"119","32004D0012(01)",2004-06-17,2004,"2004.1","Decision","inforce",9999-12-31,1840,"2004/526/EC:Decision of the European Central Bank of 17 June 2004 adopting the Rules of Procedure of the General Council of the European Central Bank (ECB/2004/12)"
"120","32004D0014(01)",2004-07-09,2004,"2004.2","Decision","notinforce",9999-12-31,417,"2004/556/EC: Decision of the European Central Bank of 9 July 2004 amending Decision ECB/2003/15 of 28 November 2003 on the approval of the volume of coin issuance in 2004 (ECB/2004/14)"
"121","32004D0019(01)",2004-12-14,2004,"2004.2","Decision","notinforce",9999-12-31,239,"2004/899/EC: Decision of the European Central Bank of 14 December 2004 on the approval of the volume of coin issuance in 2005 (ECB/2004/19)"
"122","32004O0001",2004-02-13,2004,"2004.1","Guideline","notinforce",2007-09-02,7864,"Guideline of the European Central Bank of 13 February 2004 amending Guideline ECB/2003/2 concerning certain statistical reporting requirements of the European Central Bank and the procedures for reporting by the national central banks of statistical information in the field of money and banking statistics (ECB/2004/1)"
"123","32004O0004",2004-04-21,2004,"2004.1","Guideline","notinforce",2006-03-15,1033,"Guideline of the European Central Bank of 21 April 2004 amending Guideline ECB/2001/3 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET) (ECB/2004/4)"
"124","32004O0013",2004-07-01,2004,"2004.2","Guideline","notinforce",2006-06-30,1876,"2004/546/EC: Guideline of the European Central Bank of 1 July 2004 on the Eurosystem’s provision of reserve management services in euro to non-European Union central banks, countries outside the European Union and international organisations (ECB/2004/13)"
"125","32004O0015",2004-07-16,2004,"2004.2","Guideline","notinforce",2014-05-31,15172,"2004/808/EC: Guideline of the European Central Bank of 16 July 2004 on the statistical reporting requirements of the European Central Bank in the field of balance of payments and international investment position statistics, and the international reserves template (ECB/2004/15)"
"126","32004O0018",2004-09-16,2004,"2004.2","Guideline","notinforce",2014-12-31,7184,"2004/703/EC:Guideline of the European Central Bank of 16 September 2004 on the procurement of euro banknotes (ECB/2004/18)"
"127","32004O0020",2004-12-16,2004,"2004.2","Guideline","notinforce",2006-06-30,391,"2004/916/EC: Guideline of the European Central Bank of 16 December 2004 amending Guideline ECB/2004/13 on the Eurosystem’s provision of reserve management services in euro to non-European Union central banks, countries outside the European Union and international organisations (ECB/2004/20)"
"128","32004R2181",2004-12-16,2004,"2004.2","Regulation","notinforce",2014-12-31,1345,"Regulation (EC) No 2181/2004 of the European Central Bank of 16 December 2004 amending Regulation (EC) No 2423/2001 (ECB/2001/13) concerning the consolidated balance sheet of the monetary financial institutions sector and Regulation (EC) No 63/2002 (ECB/2001/18) concerning statistics on interest rates applied by monetary financial institutions to deposits and loans vis-à-vis households and non-financial corporations (ECB/2004/21)"
"129","32004X0512(01)",2004-03-29,2004,"2004.1","International agreement","inforce",9999-12-31,2276,"Cooperation Agreement between The European Central Bank - ECB – and The International Criminal Police Organisation - INTERPOL"
"130","32004X0513(01)",2004-04-29,2004,"2004.1","International agreement","notinforce",2006-03-30,833,"Agreement of 29 April 2004 between the European Central Bank and the national central banks of the Member States outside the euro area on 1 May 2004 amending the Agreement of 1 September 1998 laying down the operating procedures for an exchange rate mechanism in stage three of economic and monetary union"
"131","32004X1118(01)",2004-09-16,2004,"2004.2","International agreement","notinforce",2006-03-31,663,"Agreement of 16 September 2004 between the European Central Bank and the national central banks of the Member States outside the euro area amending the Agreement of 1 September 1998 laying down the operating procedures for an exchange rate mechanism in stage three of Economic and Monetary Union"
"132","32005D0011",2005-11-17,2005,"2005.2","Decision","notinforce",2010-12-30,1044,"2005/831/EC: Decision of the European Central Bank of 17 November 2005 on the distribution of the income of the European Central Bank on euro banknotes in circulation to the national central banks of the participating Member States (ECB/2005/11)"
"133","32005D0012(02)",2005-07-08,2005,"2005.2","Decision","notinforce",2006-12-31,327,"2005/832/EC: Decision of the European Central Bank of 17 November 2005 amending Decision ECB/2002/11 on the annual accounts of the European Central Bank (ECB/2005/12)"
"134","32005D0014(01)",2005-12-09,2005,"2005.2","Decision","notinforce",9999-12-31,239,"2005/918/EC: Decision of the European Central Bank of 9 December 2005 on the approval of the volume of coin issuance in 2006 (ECB/2005/14)"
"135","32005O0001",2005-01-21,2005,"2005.1","Guideline","notinforce",2006-03-15,3232,"2005/88/EC:Guideline of the European Central Bank of 21 January 2005 amending Guideline ECB/2001/3 on a trans-European automated real-time gross settlement express transfer system (Target) (ECB/2005/1)"
"136","32005O0002",2005-02-03,2005,"2005.1","Guideline","notinforce",2011-12-31,35966,"Guideline of the European Central Bank of 3 February 2005 amending Guideline ECB/2000/7 on monetary policy instruments and procedures of the Eurosystem (ECB/2005/2)"
"137","32005O0004",2005-02-15,2005,"2005.1","Guideline","notinforce",2007-09-02,31534,"Guideline of the European Central Bank of 15 February 2005 amending Guideline ECB/2003/2 concerning certain statistical reporting requirements of the European Central Bank and the procedures for reporting by the national central banks of statistical information in the field of money and banking statistics (ECB/2005/4)"
"138","32005O0005",2005-02-17,2005,"2005.1","Guideline","notinforce",2009-08-01,10394,"Guideline of the European Central Bank of 17 February 2005 on the statistical reporting requirements of the European Central Bank and the procedures for exchanging statistical information within the European System of Central Banks in the field of government finance statistics (ECB/2005/5)"
"139","32005O0006",2005-03-11,2005,"2005.1","Guideline","notinforce",2006-12-31,1573,"Guideline of the European Central Bank of 11 March 2005 amending Guideline ECB/2000/1 on the management of the foreign reserve assets of the European Central Bank by the national central banks and the legal documentation for operations involving the foreign reserve assets of the European Central Bank (ECB/2005/6)"
"140","32005O0013",2005-11-17,2005,"2005.2","Guideline","notinforce",2014-08-31,8458,"Guideline of the European Central Bank of 17 November 2005 amending Guideline ECB/2002/7 on the statistical reporting requirements of the European Central Bank in the field of quarterly financial accounts (ECB/2005/13)"
