"Title","CELEX number","ECLI identifier","Date of document","Author",
"Decision (EU) 2016/456 of the European Central Bank of 4 March 2016 concerning the terms and conditions for European Anti-Fraud Office investigations of the European Central Bank, in relation to the prevention of fraud, corruption and any other illegal activities affecting the financial interests of the Union (ECB/2016/3)","32016D0003","","2016-03-04","European Central Bank",
"Regulation (EU) 2016/445 of the European Central Bank of 14 March 2016 on the exercise of options and discretions available in Union law (ECB/2016/4)","32016R0445","","2016-03-14","European Central Bank",
"Guideline (EU) 2016/256 of the European Central Bank of 5 February 2016 concerning the extension of common rules and minimum standards to protect the confidentiality of the statistical information collected by the European Central Bank assisted by the national central banks to national competent authorities of participating Member States and to the European Central Bank in its supervisory functions (ECB/2016/1)","32016O0001","","2016-02-05","European Central Bank",
"Decision (EU) 2016/245 of the European Central Bank of 9 February 2016 laying down the rules on procurement (ECB/2016/2)","32016D0002","","2016-02-09","European Central Bank",
"Decision (EU) 2016/244 of the European Central Bank of 18 December 2015 amending Decision ECB/2010/10 on non-compliance with statistical reporting requirements (ECB/2015/50)","32015D0050","","2015-12-18","European Central Bank",
"Guideline (EU) 2016/231 of the European Central Bank of 26 November 2015 amending Guideline ECB/2011/23 on the statistical reporting requirements of the European Central Bank in the field of external statistics (ECB/2015/39)","32015O0039","","2015-11-26","European Central Bank",
"Decision (EU) 2016/187 of the European Central Bank of 11 December 2015 amending Decision ECB/2013/1 laying down the framework for a public key infrastructure for the European System of Central Banks (ECB/2015/46)","32015D0046","","2015-12-11","European Central Bank",
"Decision (EU) 2016/188 of the European Central Bank of 11 December 2015 on the access and use of SSM electronic applications, systems, platforms and services by the European Central Bank and the national competent authorities of the Single Supervisory Mechanism (ECB/2015/47)","32015D0047","","2015-12-11","European Central Bank",
"Guideline (EU) 2016/65 of the European Central Bank of 18 November 2015 on the valuation haircuts applied in the implementation of the Eurosystem monetary policy framework (ECB/2015/35)","32015O0035","","2015-11-18","European Central Bank",
"Guideline (EU) 2016/66 of the European Central Bank of 26 November 2015 amending Guideline ECB/2013/24 on the statistical reporting requirements of the European Central Bank in the field of quarterly financial accounts (ECB/2015/40)","32015O0040","","2015-11-26","European Central Bank",
"Guideline (EU) 2016/64 of the European Central Bank of 18 November 2015 amending Guideline (EU) 2015/510 on the implementation of the Eurosystem monetary policy framework (General Documentation Guideline) (ECB/2015/34)","32015O0034","","2015-11-18","European Central Bank",
"Decision (EU) 2016/21 of the European Central Bank of 23 December 2015 amending Decision ECB/2008/17 laying down the framework for joint Eurosystem procurement (ECB/2015/51)","32015D0051","","2015-12-23","European Central Bank",
"Decision (EU) 2016/3 of the European Central Bank of 18 November 2015 laying down the principles for providing feedback on the performance of national competent authorities' sub-coordinators in the joint supervisory teams of the Single Supervisory Mechanism (ECB/2015/36)","32015D0036","","2015-11-18","European Central Bank",
"Decision (EU) 2015/2464 of the European Central Bank of 16 December 2015 amending Decision (EU) 2015/774 on a secondary markets public sector asset purchase programme (ECB/2015/48)","32015D0048","","2015-12-16","European Central Bank",
"Decision (EU) 2015/2332 of the European Central Bank of 4 December 2015 on the procedural framework for the approval of the volume of euro coin issuance (ECB/2015/43)","32015D0043(01)","","2015-12-04","European Central Bank",
"Decision (EU) 2015/2331 of the European Central Bank of 4 December 2015 on the approval of the volume of coin issuance in 2016 (ECB/2015/42)","32015D0042(01)","","2015-12-04","European Central Bank",
"Decision (EU) 2015/2330 of the European Central Bank of 4 December 2015 amending Decision ECB/2014/53 on the approval of the volume of coin issuance in 2015 (ECB/2015/41)","32015D0041(01)","","2015-12-04","European Central Bank",
"Decision (EU) 2015/2218 of the European Central Bank of 20 November 2015 on the procedure to exclude staff members from the presumption of having a material impact on a supervised credit institution's risk profile (ECB/2015/38)","32015D0038","","2015-11-20","European Central Bank",
"Decision (EU) 2015/2202 of the European Central Bank of 19 November 2015 amending Decision ECB/2010/23 on the allocation of monetary income of the national central banks of Member States whose currency is the euro (ECB/2015/37)","32015D0037","","2015-11-19","European Central Bank",
"Decision (EU) 2015/2101 of the European Central Bank of 5 November 2015 amending Decision (EU) 2015/774 on a secondary markets public sector asset purchase programme (ECB/2015/33)","32015D0033","","2015-11-05","European Central Bank",
"Guideline (EU) 2015/1938 of the European Central Bank of 27 August 2015 amending Guideline (EU) 2015/510 of the European Central Bank on the implementation of the Eurosystem monetary policy framework (ECB/2015/27)","32015O0027","","2015-08-27","European Central Bank",
"Decision (EU) 2015/1613 of the European Central Bank of 10 September 2015 amending Decision (EU) 2015/5 on the implementation of the asset-backed securities purchase programme (ECB/2015/31)","32015D0031","","2015-09-10","European Central Bank",
"Regulation (EU) 2015/1599 of the European Central Bank of 10 September 2015 amending Regulation (EU) No 1333/2014 concerning statistics on the money markets (ECB/2015/30)","32015R1599","","2015-09-10","European Central Bank",
"Decision (EU) 2015/1574 of the European Central Bank of 4 September 2015 amending Decision ECB/2014/8 on the prohibition of monetary financing and the remuneration of government deposits by national central banks (ECB/2015/29)","32015D0029","","2015-09-04","European Central Bank",
"Guideline (EU) 2015/1575 of the European Central Bank of 4 September 2015 amending Guideline ECB/2014/9 on domestic asset and liability management operations by the national central banks (ECB/2015/28)","32015O0028","","2015-09-04","European Central Bank",
"Guideline (EU) 2015/1197 of the European Central Bank of 2 July 2015 amending Guideline ECB/2010/20 on the legal framework for accounting and financial reporting in the European System of Central Banks (ECB/2015/24)","32015O0024","","2015-07-02","European Central Bank",
"Decision (EU) 2015/1196 of the European Central Bank of 2 July 2015 amending Decision ECB/2010/21 on the annual accounts of the European Central Bank (ECB/2015/26)","32015D0026","","2015-07-02","European Central Bank",
"Decision (EU) 2015/1195 of the European Central Bank of 2 July 2015 amending Decision (EU) 2015/298 on the interim distribution of the income of the European Central Bank (ECB/2015/25)","32015D0025","","2015-07-02","European Central Bank",
"Guideline (EU) 2015/930 of the European Central Bank of 2 April 2015 amending Guideline ECB/2012/27 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET2) (ECB/2015/15)","32015O0015","","2015-04-02","European Central Bank",
"Decision (EU) 2015/929 of the European Central Bank of 26 May 2015 amending Decision ECB/2007/7 concerning the terms and conditions of TARGET2-ECB (ECB/2015/22)","32015D0022","","2015-05-26","European Central Bank",
"Guideline (EU) 2015/948 of the European Central Bank of 16 April 2015 amending Guideline ECB/2013/7 concerning statistics on holdings of securities (ECB/2015/19)","32015O0019","","2015-04-16","European Central Bank",
"Guideline (EU) 2015/855 of the European Central Bank of 12 March 2015 laying down the principles of a Eurosystem Ethics Framework and repealing Guideline ECB/2002/6 on minimum standards for the European Central Bank and national central banks when conducting monetary policy operations, foreign exchange operations with the ECB's foreign reserves and managing the ECB's foreign reserve assets (ECB/2015/11)","32015O0011","","2015-03-12","European Central Bank",
"Guideline (EU) 2015/856 of the European Central Bank of 12 March 2015 laying down the principles of an Ethics Framework for the Single Supervisory Mechanism (ECB/2015/12)","32015O0012","","2015-03-12","European Central Bank",
"Decision (EU) 2015/839 of the European Central Bank of 27 April 2015 identifying the credit institutions that are subject to a comprehensive assessment (ECB/2015/21)","32015D0021","","2015-04-27","European Central Bank",
"Decision (EU) 2015/811 of the European Central Bank of 27 March 2015 on public access to European Central Bank documents in the possession of the national competent authorities (ECB/2015/16)","32015D0016(01)","","2015-03-27","European Central Bank",
"Decision (EU) 2015/774 of the European Central Bank of 4 March 2015 on a secondary markets public sector asset purchase programme (ECB/2015/10)","32015D0010","","2015-03-04","European Central Bank",
"Regulation (EU) 2015/730 of the European Central Bank of 16 April 2015 amending Regulation (EU) No 1011/2012 concerning statistics on holdings of securities (ECB/2012/24) (ECB/2015/18)","32015R0730","","2015-04-16","European Central Bank",
"Guideline (EU) 2015/732 of the European Central Bank of 16 April 2015 amending Guideline (EU) 2015/510 on the implementation of the Eurosystem monetary policy framework (ECB/2014/60) (ECB/2015/20)","32015O0020","","2015-04-16","European Central Bank",
"Decision (EU) 2015/727 of the European Central Bank of 10 April 2015 on the total amount of annual supervisory fees for the first fee period and for 2015 (ECB/2015/17)","32015D0017","","2015-04-10","European Central Bank",
"Decision (EU) 2015/716 of the European Central Bank of 12 February 2015 amending Decision ECB/2004/2 adopting the Rules of Procedure of the European Central Bank (ECB/2015/8)","32015D0008","","2015-02-12","European Central Bank",
